unidade;ano;mes;especialidade;consultas_eletivas
MOV;2025,0;9,0;Nefrologia;12,0
MOV;2025,0;9,0;Neurologia;53,0
MOV;2025,0;9,0;Nutrição;44,0
MOV;2025,0;9,0;Oftamologia;19,0
MOV;2025,0;9,0;Pediatria;48,0
MOV;2025,0;9,0;Psicologia;93,0
MOV;2025,0;9,0;Psiquiatria;26,0
MOV;2025,0;9,0;Serviço Social;28,0
MOV;2025,0;10,0;Anestesiologia;39,0
MOV;2025,0;10,0;Banco de Leite;326,0
MOV;2025,0;10,0;Cardiologia;74,0
MOV;2025,0;10,0;Endocrinologia e Metabologia;90,0
MOV;2025,0;10,0;Enfermagem;8,0
MOV;2025,0;10,0;Fisioterapia;106,0
MOV;2025,0;10,0;Fonoaudilogia;48,0
MOV;2025,0;10,0;Ginecologia e Obstetrícia;991,0
MOV;2025,0;10,0;Mastologia;11,0
MOV;2025,0;10,0;Nefrologia;8,0
MOV;2025,0;10,0;Neurologia;43,0
MOV;2025,0;10,0;Nutrição;57,0
MOV;2025,0;10,0;Oftamologia;5,0
MOV;2025,0;10,0;Pediatria;69,0
MOV;2025,0;10,0;Psicologia;71,0
MOV;2025,0;10,0;Psiquiatria;28,0
MOV;2025,0;10,0;Serviço Social;50,0
MOV;2025,0;11,0;Anestesiologia;33,0
MOV;2025,0;11,0;Banco de Leite;363,0
MOV;2025,0;11,0;Cardiologia;97,0
MOV;2025,0;11,0;Endocrinologia e Metabologia;88,0
MOV;2025,0;11,0;Enfermagem;10,0
MOV;2025,0;11,0;Fisioterapia;73,0
MOV;2025,0;11,0;Fonoaudilogia;31,0
MOV;2025,0;11,0;Fonoaudiologia;4,0
MOV;2025,0;11,0;Ginecologia e Obstetrícia;887,0
MOV;2025,0;11,0;Mastologia;21,0
MOV;2025,0;11,0;Nefrologia;16,0
MOV;2025,0;11,0;Neurologia;39,0
MOV;2025,0;11,0;Nutrição;53,0
MOV;2025,0;11,0;Oftamologia;11,0
MOV;2025,0;11,0;Pediatria;83,0
MOV;2025,0;11,0;Psicologia;52,0
MOV;2025,0;11,0;Psiquiatria;35,0
MOV;2025,0;11,0;Serviço Social;54,0
MOV;2025,0;12,0;Anestesiologia;27,0
MOV;2025,0;12,0;Banco de Leite;317,0
MOV;2025,0;12,0;Cardiologia;101,0
MOV;2025,0;12,0;Endocrinologia e Metabologia;84,0
MOV;2025,0;12,0;Enfermagem;11,0
MOV;2025,0;12,0;Fisioterapia;91,0
MOV;2025,0;12,0;Fonoaudilogia;41,0
MOV;2025,0;12,0;Fonoaudiologia;3,0
MOV;2025,0;12,0;Ginecologia e Obstetrícia;835,0
MOV;2025,0;12,0;Mastologia;21,0
MOV;2025,0;12,0;Nefrologia;13,0
MOV;2025,0;12,0;Neurologia;47,0
MOV;2025,0;12,0;Nutrição;32,0
MOV;2025,0;12,0;Oftamologia;7,0
MOV;2025,0;12,0;Pediatria;45,0
MOV;2025,0;12,0;Psicologia;3,0
MOV;2025,0;12,0;Psiquiatria;25,0
MOV;2025,0;12,0;Serviço Social;43,0
MOV;2026,0;1,0;Anestesiologia;34,0
MOV;2026,0;1,0;Banco de Leite;354,0
MOV;2026,0;1,0;Cardiologia;77,0
MOV;2026,0;1,0;Endocrinologia e Metabologia;29,0
MOV;2026,0;1,0;Enfermagem;9,0
MOV;2026,0;1,0;Fisioterapia;61,0
MOV;2026,0;1,0;Fonoaudilogia;42,0
MOV;2026,0;1,0;Fonoaudiologia;6,0
MOV;2026,0;1,0;Ginecologia e Obstetrícia;721,0
MOV;2026,0;1,0;Mastologia;21,0
MOV;2026,0;1,0;Nefrologia;15,0
MOV;2026,0;1,0;Neurologia;23,0
MOV;2026,0;1,0;Nutrição;20,0
MOV;2026,0;1,0;Oftamologia;6,0
MOV;2026,0;1,0;Pediatria;52,0
MOV;2026,0;1,0;Psicologia;71,0
MOV;2026,0;1,0;Psiquiatria;8,0
MOV;2026,0;1,0;Serviço Social;41,0
MOV;2026,0;2,0;Anestesiologia;41,0
MOV;2026,0;2,0;Banco de Leite;334,0
MOV;2026,0;2,0;Cardiologia;81,0
MOV;2026,0;2,0;Endocrinologia e Metabologia;86,0
MOV;2026,0;2,0;Enfermagem;9,0
MOV;2026,0;2,0;Fisioterapia;111,0
MOV;2026,0;2,0;Fonoaudilogia;37,0
MOV;2026,0;2,0;Fonoaudiologia;27,0
MOV;2026,0;2,0;Ginecologia e Obstetrícia;848,0
MOV;2026,0;2,0;Mastologia;20,0
MOV;2026,0;2,0;Nefrologia;8,0
MOV;2026,0;2,0;Neurologia;44,0
MOV;2026,0;2,0;Nutrição;38,0
MOV;2026,0;2,0;Oftamologia;3,0
MOV;2026,0;2,0;Pediatria;59,0
MOV;2026,0;2,0;Psicologia;75,0
MOV;2026,0;2,0;Psiquiatria;31,0
MOV;2026,0;2,0;Serviço Social;52,0
Total;;;;186099,0
;;;;
Filtros aplicados: total consultas eletivas não é 0 estabelecimento não é (Em branco), CEPAI ou MGT Status operacional é Filtro de Ex-Unidades AnoMes não é (Em branco);;;;
